Total_Depth,Total_Depth_Unit,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Org_Result_Value,Org_Result_Unit,Result_Comments,WIN_Value_Qualifier,Data_Category,Run_ID,Study,Comments
4,ft,Charlotte,LC-1,1,07/22/2025,09:06:00 AM,EST,1.5,ft,,,Sample,SECCHI10132025,,
5.8,ft,Charlotte,LC-2,1,07/22/2025,09:25:00 AM,EST,1,ft,,,Sample,SECCHI10132025,,
8.5,ft,Charlotte,LC-3,1,07/22/2025,09:35:00 AM,EST,0.5,ft,,,Sample,SECCHI10132025,,
7.5,ft,Charlotte,Oakland Hills End,1,07/09/2025,01:55:00 PM,EST,2,ft,,,Sample,SECCHI10132025,,
7.5,ft,Charlotte,Oakland Hills End,2,07/09/2025,02:00:00 PM,EST,2,ft,,,Sample,SECCHI10132025,,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI10132025,,
,ft,,,MLBK2,,,,,ft,,,QAQC,SECCHI10132025,,
7.5,ft,Charlotte,Oakland Hills End,3,07/09/2025,02:05:00 PM,EST,2,ft,,,Sample,SECCHI10132025,,
7.5,ft,Charlotte,Oakland Hills End,1,08/25/2025,09:32:00 AM,EST,2,ft,,,Sample,SECCHI10132025,,
7.5,ft,Charlotte,Oakland Hills End,2,08/25/2025,09:38:00 AM,EST,2,ft,,,Sample,SECCHI10132025,,
7.5,ft,Charlotte,Oakland Hills End,3,08/25/2025,09:41:59 AM,EST,2,ft,,,Sample,SECCHI10132025,,
4,ft,Charlotte,WF-1,1,06/10/2025,09:34:00 AM,EST,1.8,ft,,,Sample,SECCHI10132025,,
3.8,ft,Charlotte,WF-1,2,06/10/2025,09:39:00 AM,EST,2.3,ft,,,Sample,SECCHI10132025,,
4.5,ft,Charlotte,WF-2,1,06/10/2025,09:50:00 AM,EST,1,ft,,,Sample,SECCHI10132025,,
4.5,ft,Charlotte,WF-2,2,06/10/2025,09:54:00 AM,EST,1.5,ft,,,Sample,SECCHI10132025,,
3,ft,Charlotte,WF-2,3,06/10/2025,09:58:00 AM,EST,1.5,ft,,,Sample,SECCHI10132025,,
2,ft,Charlotte,WF-3,1,06/10/2025,10:24:59 AM,EST,1.3,ft,,,Sample,SECCHI10132025,,
3,ft,Charlotte,WF-3,2,06/10/2025,10:32:00 AM,EST,1.8,ft,,,Sample,SECCHI10132025,,
4,ft,Charlotte,WF-3,3,06/10/2025,10:35:00 AM,EST,1.3,ft,,,Sample,SECCHI10132025,,
6,ft,Charlotte,WF-4,1,06/10/2025,10:11:00 AM,EST,2,ft,,,Sample,SECCHI10132025,,
5.5,ft,Charlotte,WF-4,2,06/10/2025,10:14:00 AM,EST,1,ft,,,Sample,SECCHI10132025,,
4,ft,Charlotte,WF-5,1,06/10/2025,09:00:00 AM,EST,2,ft,,,Sample,SECCHI10132025,,
7.5,ft,Charlotte,WF-5,2,06/10/2025,09:05:00 AM,EST,2,ft,,,Sample,SECCHI10132025,,
3.5,ft,Charlotte,WF-6,1,06/10/2025,09:20:00 AM,EST,1.8,ft,,,Sample,SECCHI10132025,,
3.8,ft,Charlotte,WF-6,2,06/10/2025,09:23:00 AM,EST,2,ft,,,Sample,SECCHI10132025,,
5,ft,Charlotte,WF-1,1,08/19/2025,10:30:00 AM,EST,1.8,ft,,,Sample,SECCHI10132025,,
5,ft,Charlotte,WF-1,2,08/19/2025,10:35:00 AM,EST,1.8,ft,,,Sample,SECCHI10132025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI10132025,,
,ft,,,MLBK3,,,,,ft,,,QAQC,SECCHI10132025,,
4.5,ft,Charlotte,WF-2,1,08/19/2025,10:08:00 AM,EST,2,ft,,,Sample,SECCHI10132025,,
4,ft,Charlotte,WF-2,2,08/19/2025,10:14:00 AM,EST,1.8,ft,,,Sample,SECCHI10132025,,
4,ft,Charlotte,WF-2,3,08/19/2025,10:17:00 AM,EST,1.8,ft,,,Sample,SECCHI10132025,,
2.3,ft,Charlotte,WF-3,1,08/19/2025,09:44:00 AM,EST,1.5,ft,,,Sample,SECCHI10132025,,
3.3,ft,Charlotte,WF-3,2,08/19/2025,09:49:00 AM,EST,1.8,ft,,,Sample,SECCHI10132025,,
4,ft,Charlotte,WF-3,3,08/19/2025,09:54:00 AM,EST,1.8,ft,,,Sample,SECCHI10132025,,
6.5,ft,Charlotte,WF-4,1,08/19/2025,09:27:59 AM,EST,2,ft,,,Sample,SECCHI10132025,,
6.3,ft,Charlotte,WF-4,2,08/19/2025,09:34:00 AM,EST,2,ft,,,Sample,SECCHI10132025,,
4,ft,Charlotte,WF-6,1,08/19/2025,10:47:00 AM,EST,1.8,ft,,,Sample,SECCHI10132025,,
4.8,ft,Charlotte,WF-6,2,08/19/2025,10:54:00 AM,EST,1.5,ft,,,Sample,SECCHI10132025,,
5,ft,Charlotte,WF-5,1,08/19/2025,09:11:00 AM,EST,2,ft,,,Sample,SECCHI10132025,,
6.5,ft,Charlotte,WF-5,2,08/19/2025,09:16:00 AM,EST,2.3,ft,,,Sample,SECCHI10132025,,
39,ft,Lee,Harborage East,1,07/28/2025,10:50:00 AM,EST,9.5,ft,,,Sample,SECCHI10132025,,
32,ft,Lee,Harborage East,2,07/28/2025,10:59:59 AM,EST,9.5,ft,,,Sample,SECCHI10132025,,
26.5,ft,Lee,Harborage East,3,07/28/2025,11:09:59 AM,EST,9.5,ft,,,Sample,SECCHI10132025,,
40,ft,Lee,Harborage East,1,08/31/2025,12:00:00 PM,EST,10,ft,,,Sample,SECCHI10132025,,
32,ft,Lee,Harborage East,2,08/31/2025,12:10:00 PM,EST,10,ft,,,Sample,SECCHI10132025,,
28,ft,Lee,Harborage East,3,08/31/2025,12:19:59 PM,EST,10,ft,,,Sample,SECCHI10132025,,
,ft,Lee,Harborage West,1,07/28/2025,11:20:00 AM,EST,8,ft,,,Sample,SECCHI10132025,,
,ft,Lee,Harborage West,2,07/28/2025,11:30:00 AM,EST,8,ft,,,Sample,SECCHI10132025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI10132025,,
,ft,,,MLBK4,,,,,ft,,,QAQC,SECCHI10132025,,
,ft,Lee,Harborage West,3,07/28/2025,10:40:00 AM,EST,8.5,ft,,,Sample,SECCHI10132025,,
26,ft,Lee,Harborage West,1,08/31/2025,12:30:00 PM,EST,6.5,ft,,,Sample,SECCHI10132025,,
24,ft,Lee,Harborage West,2,08/31/2025,12:40:00 PM,EST,6.5,ft,,,Sample,SECCHI10132025,,
26,ft,Lee,Harborage West,3,08/31/2025,11:50:00 AM,EST,6.5,ft,,,Sample,SECCHI10132025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI10132025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI10132025,,
,ft,,,MLBK5,,,,,ft,,,QAQC,SECCHI10132025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI10132025,,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI10152025,,
1.8,ft,Marion,Downstream1,1,04/29/2025,03:14:00 PM,EST,1.8,ft,,S,Sample,SECCHI10152025,Student Project,
2.3,ft,Marion,Downstream2,1,04/29/2025,03:35:00 PM,EST,2.3,ft,,S,Sample,SECCHI10152025,Student Project,
10,ft,Marion,Ponar1,1,04/29/2025,02:47:00 PM,EST,10,ft,,S,Sample,SECCHI10152025,Student Project,
8.5,ft,Marion,Ponar2,1,04/29/2025,04:02:59 PM,EST,8.5,ft,,S,Sample,SECCHI10152025,Student Project,
2.5,ft,Marion,Reservoir1,1,04/29/2025,02:29:59 PM,EST,2.5,ft,,S,Sample,SECCHI10152025,Student Project,
1.5,ft,Marion,Reservoir2,1,04/29/2025,04:30:00 PM,EST,1.5,ft,,S,Sample,SECCHI10152025,Student Project,
9.5,ft,Sarasota,HO6,1,04/15/2025,08:05:00 AM,EST,1.8,ft,,,Sample,SECCHI10152025,Student Project,
8.5,ft,Sarasota,HO6,2,04/15/2025,08:09:59 AM,EST,1.8,ft,,,Sample,SECCHI10152025,Student Project,
8.5,ft,Sarasota,HO6,3,04/15/2025,08:20:00 AM,EST,1.8,ft,,,Sample,SECCHI10152025,Student Project,
10,ft,Sarasota,HO6,1,05/20/2025,08:09:59 AM,EST,1.8,ft,,,Sample,SECCHI10152025,,
9,ft,Sarasota,HO6,2,05/20/2025,08:21:00 AM,EST,1.8,ft,,,Sample,SECCHI10152025,,
9,ft,Sarasota,HO6,3,05/20/2025,08:30:00 AM,EST,1.8,ft,,,Sample,SECCHI10152025,,
10.5,ft,Sarasota,HO6,1,06/17/2025,08:09:59 AM,EST,2,ft,,,Sample,SECCHI10152025,,
9,ft,Sarasota,HO6,2,06/17/2025,08:20:00 AM,EST,2,ft,,,Sample,SECCHI10152025,,
9.5,ft,Sarasota,HO6,3,06/17/2025,08:24:59 AM,EST,2,ft,,,Sample,SECCHI10152025,,
10.5,ft,Sarasota,HO6,1,07/15/2025,08:05:00 AM,EST,2.5,ft,,,Sample,SECCHI10152025,,
9.5,ft,Sarasota,HO6,2,07/15/2025,08:15:00 AM,EST,2.5,ft,,,Sample,SECCHI10152025,,
9.5,ft,Sarasota,HO6,3,07/15/2025,08:20:00 AM,EST,2.5,ft,,,Sample,SECCHI10152025,,
5.8,ft,Sarasota,Lake 37,1,04/04/2025,10:59:59 AM,EST,1.8,ft,,,Sample,SECCHI10152025,,
6.3,ft,Sarasota,Lake 37,2,04/04/2025,11:05:00 AM,EST,1.8,ft,,,Sample,SECCHI10152025,,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI10152025,,
,ft,,,MLBK2,,,,,ft,,,QAQC,SECCHI10152025,,
6.8,ft,Sarasota,Lake 37,3,04/04/2025,11:15:00 AM,EST,1.8,ft,,,Sample,SECCHI10152025,,
5,ft,Sarasota,Lake 37,1,05/02/2025,11:30:00 AM,EST,1.3,ft,,,Sample,SECCHI10152025,,
5.3,ft,Sarasota,Lake 37,2,05/02/2025,11:35:00 AM,EST,1.5,ft,,,Sample,SECCHI10152025,,
5.3,ft,Sarasota,Lake 37,3,05/02/2025,11:40:00 AM,EST,1.3,ft,,,Sample,SECCHI10152025,,
6,ft,Sarasota,Lake 37,1,06/06/2025,11:30:00 AM,EST,1.3,ft,,,Sample,SECCHI10152025,,
6.3,ft,Sarasota,Lake 37,2,06/06/2025,11:35:00 AM,EST,1.5,ft,,,Sample,SECCHI10152025,,
6.3,ft,Sarasota,Lake 37,3,06/06/2025,11:40:00 AM,EST,1.5,ft,,,Sample,SECCHI10152025,,
8.5,ft,Sarasota,Lake 37,1,07/17/2025,02:00:00 PM,EST,2.5,ft,,,Sample,SECCHI10152025,,
8.8,ft,Sarasota,Lake 37,2,07/17/2025,02:15:00 PM,EST,2.8,ft,,,Sample,SECCHI10152025,,
8.3,ft,Sarasota,Lake 37,3,07/17/2025,02:20:00 PM,EST,2.5,ft,,,Sample,SECCHI10152025,,
8.3,ft,Sarasota,Lake G-20,1,04/04/2025,10:10:00 AM,EST,3,ft,,,Sample,SECCHI10152025,,
8,ft,Sarasota,Lake G-20,2,04/04/2025,10:14:59 AM,EST,3.3,ft,,,Sample,SECCHI10152025,,
7.8,ft,Sarasota,Lake G-20,3,04/04/2025,10:20:00 AM,EST,3.3,ft,,,Sample,SECCHI10152025,,
5.5,ft,Sarasota,Lake M-9,1,04/04/2025,11:44:59 AM,EST,2.8,ft,,,Sample,SECCHI10152025,,
5.8,ft,Sarasota,Lake M-9,2,04/04/2025,11:50:00 AM,EST,2.5,ft,,,Sample,SECCHI10152025,,
6.3,ft,Sarasota,Lake M-9,3,04/04/2025,11:54:59 AM,EST,2.5,ft,,,Sample,SECCHI10152025,,
6.5,ft,Sarasota,Lake M-9,1,07/17/2025,03:00:00 PM,EST,2.5,ft,,,Sample,SECCHI10152025,,
6.8,ft,Sarasota,Lake M-9,2,07/17/2025,03:10:00 PM,EST,2.3,ft,,,Sample,SECCHI10152025,,
27,ft,Sarasota,Lake M-9,3,07/17/2025,03:14:59 PM,EST,2.5,ft,,,Sample,SECCHI10152025,,
0.5,ft,Sarasota,Lower Myakka,1,04/30/2025,10:48:00 AM,EST,0.5,ft,,S,Sample,SECCHI10152025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI10152025,,
,ft,,,MLBK3,,,,,ft,,,QAQC,SECCHI10152025,,
0.5,ft,Sarasota,Lower Myakka,2,04/30/2025,11:01:00 AM,EST,0.3,ft,,,Sample,SECCHI10152025,,
0.5,ft,Sarasota,Lower Myakka,3,04/30/2025,11:15:00 AM,EST,0.5,ft,,S,Sample,SECCHI10152025,,
5,ft,Sarasota,Lower Myakka,1,08/06/2025,10:30:00 AM,EST,1.5,ft,,,Sample,SECCHI10152025,,
5.3,ft,Sarasota,Lower Myakka,2,08/06/2025,11:09:59 AM,EST,1.5,ft,,,Sample,SECCHI10152025,,
5.3,ft,Sarasota,Lower Myakka,3,08/06/2025,11:30:00 AM,EST,1.5,ft,,,Sample,SECCHI10152025,,
4.8,ft,Sarasota,Pelican Cove-1,1,08/27/2025,04:10:00 PM,EST,4.5,ft,,,Sample,SECCHI10152025,,
5.5,ft,Sarasota,Pelican Cove-2,1,08/27/2025,04:20:00 PM,EST,4.8,ft,,,Sample,SECCHI10152025,,
5.8,ft,Sarasota,Pelican Cove-3,1,08/27/2025,04:30:00 PM,EST,5,ft,,,Sample,SECCHI10152025,,
5.8,ft,Sarasota,Pinebrook South,1,08/20/2025,09:10:00 AM,EST,1.3,ft,,,Sample,SECCHI10152025,,
5.5,ft,Sarasota,Pinebrook South,2,08/20/2025,10:30:00 AM,EST,2,ft,,,Sample,SECCHI10152025,,
4.5,ft,Sarasota,Pinebrook South,3,08/20/2025,10:45:00 AM,EST,2,ft,,,Sample,SECCHI10152025,,
6.3,ft,Sarasota,Upper Myakka,1,07/01/2025,09:49:00 AM,EST,1.5,ft,,,Sample,SECCHI10152025,,
6,ft,Sarasota,Upper Myakka,2,07/01/2025,09:58:00 AM,EST,1.5,ft,,,Sample,SECCHI10152025,,
5.8,ft,Sarasota,Upper Myakka,3,07/01/2025,10:14:00 AM,EST,1.8,ft,,,Sample,SECCHI10152025,,
6,ft,Sarasota,Upper Myakka,1,07/28/2025,09:00:00 AM,EST,1.8,ft,,,Sample,SECCHI10152025,,
5.3,ft,Sarasota,Upper Myakka,2,07/28/2025,09:20:00 AM,EST,1.8,ft,,,Sample,SECCHI10152025,,
5,ft,Sarasota,Upper Myakka,3,07/28/2025,09:41:59 AM,EST,1.8,ft,,,Sample,SECCHI10152025,,
,ft,Sarasota,Willowbrook,1,04/29/2025,,EST,,ft,,,Sample,SECCHI10152025,,
,ft,Sarasota,Willowbrook,2,04/29/2025,,EST,,ft,,,Sample,SECCHI10152025,,
,ft,Sarasota,Willowbrook,1,06/19/2025,,EST,,ft,,,Sample,SECCHI10152025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI10152025,,
,ft,,,MLBK4,,,,,ft,,,QAQC,SECCHI10152025,,
,ft,Sarasota,Willowbrook,2,06/19/2025,,EST,,ft,,,Sample,SECCHI10152025,,
,ft,Sarasota,Willowbrook,1,07/22/2025,,EST,,ft,,,Sample,SECCHI10152025,,
,ft,Sarasota,Willowbrook,2,07/22/2025,,EST,,ft,,,Sample,SECCHI10152025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI10152025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI10152025,,
,ft,,,MLBK5,,,,,ft,,,QAQC,SECCHI10152025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI10152025,,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI10012025,Student Project,
6.5,ft,Alachua,USGS Ponds,A1,07/24/2025,01:27:00 PM,EST,1.3,ft,,,Sample,SECCHI10012025,Student Project,
6,ft,Alachua,USGS Ponds,A2,07/24/2025,01:08:00 PM,EST,6,ft,,S,Sample,SECCHI10012025,Student Project,
6,ft,Alachua,USGS Ponds,A3,07/24/2025,11:34:00 AM,EST,6,ft,,S,Sample,SECCHI10012025,Student Project,
6,ft,Alachua,USGS Ponds,A4,07/24/2025,10:07:00 AM,EST,6,ft,,S,Sample,SECCHI10012025,Student Project,
7,ft,Alachua,USGS Ponds,A5,07/24/2025,09:39:00 AM,EST,1.5,ft,,,Sample,SECCHI10012025,Student Project,
5.8,ft,Alachua,USGS Ponds,A6,07/24/2025,11:11:00 AM,EST,4,ft,,,Sample,SECCHI10012025,Student Project,
6.3,ft,Alachua,USGS Ponds,A7,07/24/2025,10:50:00 AM,EST,3,ft,,,Sample,SECCHI10012025,Student Project,
6.8,ft,Alachua,USGS Ponds,A8,07/24/2025,09:20:59 AM,EST,3.5,ft,Weeds,,Sample,SECCHI10012025,Student Project,
5.5,ft,Alachua,USGS Ponds,A9,07/24/2025,09:02:59 AM,EST,2.5,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP1,06/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP2,06/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP3,06/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,LC,06/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L2,06/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L4,06/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L5,06/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP1,07/24/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP2,07/24/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP3,07/24/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,LC,07/24/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI10012025,Student Project,
,ft,,,MLBK2,,,,,ft,,,QAQC,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L2,07/24/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L4,07/24/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L5,07/24/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP1,08/20/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP2,08/20/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP3,08/20/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,LC,08/20/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L2,08/20/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L4,08/20/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L5,08/20/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP1,09/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP2,09/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,OP3,09/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,LC,09/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L2,09/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L4,09/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Lochloosa_Lynch_Student Project,L5,09/23/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Blues Creek-1,1,07/17/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Hatchet Creek,1,06/29/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Sweetwater Will,1,07/16/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI10012025,Student Project,
,ft,,,MLBK3,,,,,ft,,,QAQC,SECCHI10012025,Student Project,
,ft,Alachua,Sweetwater Duck,1,07/17/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Three Lakes Creek,1,07/15/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Tumblin Creek,1,07/17/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Turkey Creek-1,1,07/15/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Beville,1,07/24/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Blues Creek Up,1,08/09/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Hogtown Head,1,07/25/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Hogtown Ring,1,07/29/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Possum Creek,1,07/30/2025,,EST,,ft,,,Sample,SECCHI10012025,Student Project,
2.5,ft,Alachua,Orange,1,08/12/2025,10:00:00 AM,EST,1,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Orange,2,08/12/2025,10:30:00 AM,EST,1,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Orange,3,08/12/2025,10:59:59 AM,EST,1,ft,,,Sample,SECCHI10012025,Student Project,
,ft,Alachua,Orange,4,08/12/2025,11:30:00 AM,EST,1,ft,,,Sample,SECCHI10012025,Student Project,
2.5,ft,Alachua,Orange,5,08/12/2025,12:00:00 PM,EST,0.8,ft,,,Sample,SECCHI10012025,Student Project,
4,ft,Leon,Miccusukee,1,08/17/2025,03:30:00 PM,EST,3.8,ft,,,Sample,SECCHI10012025,Student Project,
1.3,ft,Leon,Miccusukee,2,08/17/2025,03:35:00 PM,EST,1.3,ft,,S,Sample,SECCHI10012025,Student Project,
1,ft,Leon,Miccusukee,3,08/17/2025,03:40:00 PM,EST,0.8,ft,,,Sample,SECCHI10012025,Student Project,
2.3,ft,Leon,Miccusukee,4,08/17/2025,03:59:59 PM,EST,1.8,ft,,,Sample,SECCHI10012025,Student Project,
1.3,ft,Leon,Miccusukee,5,08/17/2025,04:15:00 PM,EST,1.3,ft,,S,Sample,SECCHI10012025,Student Project,
,ft,,,CCV3,,,,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,,,,,,,,ft,,,QAQC,SECCHI10012025,Student Project,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI10012025,Student Project,
,ft,,,MLBK5,,,,,ft,,,QAQC,SECCHI10012025,Student Project,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI10012025,Student Project,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI10202025,,
14,ft,Alachua,Alto,1,06/19/2025,10:20:00 AM,EST,5.5,ft,,,Sample,SECCHI10202025,,
16.5,ft,Alachua,Alto,2,06/19/2025,10:35:00 AM,EST,4,ft,,,Sample,SECCHI10202025,,
16.5,ft,Alachua,Alto,3,06/19/2025,10:55:00 AM,EST,4,ft,,,Sample,SECCHI10202025,,
13.5,ft,Alachua,Alto,1,08/21/2025,10:05:00 AM,EST,4,ft,,,Sample,SECCHI10202025,,
14.8,ft,Alachua,Alto,2,08/21/2025,10:24:59 AM,EST,4.5,ft,,,Sample,SECCHI10202025,,
16,ft,Alachua,Alto,3,08/21/2025,10:35:00 AM,EST,4.5,ft,,,Sample,SECCHI10202025,,
3,ft,Alachua,Elizabeth,1,07/30/2025,08:15:00 AM,EST,3,ft,,S,Sample,SECCHI10202025,,
3.8,ft,Alachua,Elizabeth,2,07/30/2025,08:28:00 AM,EST,3.8,ft,,S,Sample,SECCHI10202025,,
4.8,ft,Alachua,Elizabeth,3,07/30/2025,08:38:00 AM,EST,4,ft,,,Sample,SECCHI10202025,,
2.3,ft,Alachua,Elizabeth,1,08/30/2025,09:13:00 AM,EST,2.3,ft,,S,Sample,SECCHI10202025,,
3.3,ft,Alachua,Elizabeth,2,08/30/2025,09:23:00 AM,EST,2.8,ft,,,Sample,SECCHI10202025,,
4.8,ft,Alachua,Elizabeth,3,08/30/2025,09:32:59 AM,EST,3,ft,,,Sample,SECCHI10202025,,
6.5,ft,Alachua,Jeffords,1,08/25/2025,10:00:00 AM,EST,1.5,ft,,,Sample,SECCHI10202025,,
8,ft,Alachua,Jeffords,2,08/25/2025,10:00:00 AM,EST,1.5,ft,,,Sample,SECCHI10202025,,
5,ft,Alachua,Jeffords,3,08/25/2025,10:00:00 AM,EST,1.8,ft,,,Sample,SECCHI10202025,,
7,ft,Flagler,Cheyenne Cove,1,08/22/2025,11:42:00 AM,EST,3,ft,,,Sample,SECCHI10202025,,
7.8,ft,Flagler,Cheyenne Cove,2,08/22/2025,11:47:00 AM,EST,3,ft,,,Sample,SECCHI10202025,,
7.3,ft,Flagler,Cheyenne Cove,3,08/22/2025,11:52:00 AM,EST,3,ft,,,Sample,SECCHI10202025,,
5.3,ft,Putnam,Camp Branch-1,1,04/29/2025,01:56:00 PM,EST,5.3,ft,,S,Sample,SECCHI10202025,,
5.5,ft,Putnam,Camp Branch-2,1,04/29/2025,01:40:00 PM,EST,5.5,ft,,S,Sample,SECCHI10202025,,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI10202025,,
,ft,,,MLBK2,,,,,ft,,,QAQC,SECCHI10202025,,
4.3,ft,Putnam,Camp Branch-3,1,04/29/2025,11:44:59 AM,EST,4.3,ft,,S,Sample,SECCHI10202025,,
1.8,ft,Putnam,Camp Branch-4,1,04/29/2025,12:50:00 PM,EST,1.8,ft,,S,Sample,SECCHI10202025,,
5.3,ft,Putnam,Camp Branch-1,1,05/21/2025,02:15:00 PM,EST,5.3,ft,,S,Sample,SECCHI10202025,,
5,ft,Putnam,Camp Branch-2,1,05/21/2025,01:35:00 PM,EST,5,ft,,S,Sample,SECCHI10202025,,
4.8,ft,Putnam,Camp Branch-3,1,05/21/2025,11:44:59 AM,EST,4.8,ft,,S,Sample,SECCHI10202025,,
2.3,ft,Putnam,Camp Branch-4,1,05/21/2025,10:45:00 AM,EST,2.3,ft,,S,Sample,SECCHI10202025,,
12.5,ft,Putnam,Riley,1,08/18/2025,09:43:00 AM,EST,5.5,ft,,,Sample,SECCHI10202025,,
12.5,ft,Putnam,Riley,2,08/18/2025,09:36:00 AM,EST,5.5,ft,,,Sample,SECCHI10202025,,
12.5,ft,Putnam,Riley,3,08/18/2025,09:29:59 AM,EST,6.5,ft,,,Sample,SECCHI10202025,,
